Vehicle ID,Asset Label,Driver,Date,Department,Assigned Job,Last Location,Region
,,Unknown,,Construction,5/9/2025 2:23:28 PM,"""TEXDIST,   Airport Fwy,  North Richland Hills,  TX 76180""",Dallas
,,Unknown,,Construction,5/9/2025 2:25:58 PM,"""TEXDIST,  1501 - 1547 Two Thousand Oak Apartments,  North Richland Hills,  TX 76180""",Dallas
,,Unknown,,Construction,5/9/2025 4:09:12 PM,"""TEXDIST,   Airport Fwy,  North Richland Hills,  TX 76180""",Dallas
,,Unknown,,Construction,5/9/2025 6:08:20 PM,"""1530 - 1530 E Debbie Ln,  Mansfield,  TX 76063""",Dallas
,,Unknown,,Construction,5/9/2025 7:55:01 PM,""" Sam St,  Mansfield,  TX 76063""",Dallas
,,Unknown,,Construction,5/9/2025 10:15:26 PM,"""294 - 356 Highway 287 N,  Mansfield,  TX 76063""",Dallas
,,Unknown,,Construction,5/10/2025 6:42:51 AM,""" Sam St,  Mansfield,  TX 76063""",Dallas
,,Unknown,,Construction,5/10/2025 7:03:30 AM,"""2208 - 2208 Sunflower Dr,  Mansfield,  TX 76063""",Dallas
,,Unknown,,Construction,5/10/2025 7:35:41 AM,"""204 - 328 Stockyards Blvd,  Fort Worth,  TX 76106""",Dallas
,,Unknown,,Construction,5/10/2025 8:49:11 AM,"""204 - 328 Stockyards Blvd,  Fort Worth,  TX 76106""",Dallas
,,Unknown,,Construction,5/10/2025 8:54:20 AM,"""2023-006 Tarrant SH 183 Bridge Replacement,   North Fwy,  Fort Worth,  TX 76106""",Dallas
,,Unknown,,Construction,5/10/2025 10:01:33 AM,""" Marrow Bone Spg,  Arlington,  TX 76014""",Dallas
,,Unknown,,Construction,5/10/2025 10:44:56 AM,""" Sam St,  Mansfield,  TX 76063""",Dallas
,,Unknown,,Construction,5/10/2025 12:30:44 PM,""" Sam St,  Mansfield,  TX 76063""",Dallas
,,Unknown,,Construction,5/10/2025 2:08:50 PM,""" Highway 157 N,  Mansfield,  TX 76063""",Dallas
,,Unknown,,Construction,5/10/2025 3:37:12 PM,""" Sam St,  Mansfield,  TX 76063""",Dallas
,,Unknown,,Construction,5/10/2025 7:41:50 PM,""" Sam St,  Mansfield,  TX 76063""",Dallas
,,Unknown,,Construction,5/10/2025 10:13:03 PM,"""510 - 528 Russell Ln,  Mansfield,  TX 76063""",Dallas
,,Unknown,,Construction,5/10/2025 11:43:14 PM,"""402 - 498 Caymus St,  Kennedale,  TX 76060""",Dallas
,,Unknown,,Construction,5/11/2025 8:35:41 AM,""" Sam St,  Mansfield,  TX 76063""",Dallas
,,Unknown,,Construction,5/11/2025 9:39:44 AM,"""2888 - 2886 Matlock Rd,  Mansfield,  TX 76063""",Dallas
,,Unknown,,Construction,5/11/2025 11:07:51 AM,""" Sam St,  Mansfield,  TX 76063""",Dallas
,,Unknown,,Construction,5/11/2025 11:27:17 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   I-20 W,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/11/2025 11:50:11 AM,""" Bryant Irvin Rd,  Fort Worth,  TX 76109""",Dallas
,,Unknown,,Construction,5/11/2025 12:11:09 PM,""" Camp Bowie West Blvd,  Fort Worth,  TX 76116""",Dallas
,,Unknown,,Construction,5/11/2025 12:57:25 PM,"""3810 - 3898 Park Manor Ct,  Arlington,  TX 76017""",Dallas
,,Unknown,,Construction,5/11/2025 1:37:28 PM,"""733 - 899 Woodland Ct,  Kennedale,  TX 76060""",Dallas
,,Unknown,,Construction,5/11/2025 2:03:22 PM,""" Highway 287 N,  Mansfield,  TX 76063""",Dallas
,,Unknown,,Construction,5/11/2025 4:20:45 PM,"""2208 - 2208 Sunflower Dr,  Mansfield,  TX 76063""",Dallas
,,Unknown,,Construction,5/11/2025 7:39:16 PM,"""3810 - 3898 Park Manor Ct,  Arlington,  TX 76017""",Dallas
,,Unknown,,Construction,5/12/2025 5:24:27 AM,""" Sam St,  Mansfield,  TX 76063""",Dallas
,,Unknown,,Construction,5/12/2025 5:53:39 AM,"""TEXDIST,  1501 - 1547 Two Thousand Oak Apartments,  North Richland Hills,  TX 76180""",Dallas
,,Unknown,,Construction,5/12/2025 12:50:00 PM,"""TEXDIST,   Airport Fwy,  North Richland Hills,  TX 76180""",Dallas
,,Unknown,,Construction,5/12/2025 1:03:29 PM,"""TEXDIST,  1501 - 1547 Two Thousand Oak Apartments,  North Richland Hills,  TX 76180""",Dallas
,,Unknown,,Construction,5/12/2025 5:06:09 PM,"""TEXDIST,  962 - 998 Airport Fwy,  Hurst,  TX 76054""",Dallas
,,Unknown,,Construction,5/12/2025 5:06:27 PM,"""TEXDIST,   Airport Fwy,  North Richland Hills,  TX 76180""",Dallas
,,Unknown,,Construction,5/13/2025 5:32:13 AM,""" Lone Star Rd,  Mansfield,  TX 76063""",Dallas
,,Unknown,,Construction,5/13/2025 6:03:02 AM,"""TEXDIST,  1501 - 1547 Two Thousand Oak Apartments,  North Richland Hills,  TX 76180""",Dallas
,,Unknown,,Construction,5/13/2025 11:12:05 AM,"""TEXDIST,  962 - 998 Airport Fwy,  Hurst,  TX 76054""",Dallas
,,Unknown,,Construction,5/13/2025 11:36:06 AM,"""813 - 813 Cranford Ct,  Hurst,  TX 76053""",Dallas
,,Unknown,,Construction,5/13/2025 11:43:31 AM,"""TEXDIST,  1501 - 1547 Two Thousand Oak Apartments,  North Richland Hills,  TX 76180""",Dallas
,,Unknown,,Construction,5/13/2025 11:58:11 AM,"""TEXDIST,   Airport Fwy,  North Richland Hills,  TX 76180""",Dallas
,,Unknown,,Construction,5/13/2025 12:07:20 PM,"""813 - 813 Cranford Ct,  Hurst,  TX 76053""",Dallas
,,Unknown,,Construction,5/13/2025 12:14:34 PM,"""TEXDIST,  1501 - 1547 Two Thousand Oak Apartments,  North Richland Hills,  TX 76180""",Dallas
,,Unknown,,Construction,5/13/2025 5:09:04 PM,"""TEXDIST,  962 - 998 Airport Fwy,  Hurst,  TX 76054""",Dallas
,,Unknown,,Construction,5/13/2025 6:40:51 PM,"""1557 - 1571 S Cooper St,  Arlington,  TX 76010""",Dallas
,,Unknown,,Construction,5/14/2025 5:47:29 AM,""" Sam St,  Mansfield,  TX 76063""",Dallas
,,Unknown,,Construction,5/14/2025 6:17:19 AM,"""TEXDIST,  1501 - 1547 Two Thousand Oak Apartments,  North Richland Hills,  TX 76180""",Dallas
,,Unknown,,Construction,5/14/2025 12:03:59 PM,"""TEXDIST,  900 - 960 Airport Fwy,  Hurst,  TX 76054""",Dallas
,,Unknown,,Construction,5/14/2025 12:54:53 PM,""" Airport Fwy,  Hurst,  TX 76054""",Dallas
,,Unknown,,Construction,5/14/2025 12:57:24 PM,"""TEXDIST,  1501 - 1547 Two Thousand Oak Apartments,  North Richland Hills,  TX 76180""",Dallas
,,Unknown,,Construction,5/14/2025 5:08:57 PM,"""TEXDIST,   Airport Fwy,  North Richland Hills,  TX 76180""",Dallas
,,Unknown,,Construction,5/14/2025 7:56:51 PM,""" Sam St,  Mansfield,  TX 76063""",Dallas
,,Unknown,,Construction,5/15/2025 5:31:18 AM,"""2208 - 2208 Sunflower Dr,  Mansfield,  TX 76063""",Dallas
,,Unknown,,Construction,5/15/2025 5:59:17 AM,"""TEXDIST,  1501 - 1547 Two Thousand Oak Apartments,  North Richland Hills,  TX 76180""",Dallas
,,Unknown,,Construction,5/15/2025 11:33:05 AM,"""TEXDIST,  1506 - 1556 Weyland Dr,  North Richland Hills,  TX 76180""",Dallas
,,Unknown,,Construction,5/15/2025 12:31:50 PM,""" Boulevard 26,  North Richland Hills,  TX 76054""",Dallas
,,Unknown,,Construction,5/15/2025 12:46:17 PM,"""TEXDIST,  1501 - 1547 Two Thousand Oak Apartments,  North Richland Hills,  TX 76180""",Dallas
,,Unknown,,Construction,5/15/2025 4:37:01 PM,"""TEXDIST,   Airport Fwy,  North Richland Hills,  TX 76180""",Dallas
,,Unknown,,Construction,5/15/2025 5:35:26 PM,"""2208 - 2208 Sunflower Dr,  Mansfield,  TX 76063""",Dallas
,,Unknown,,Construction,5/15/2025 6:56:17 PM,"""3475 - 3505 Curry Rd,  Arlington,  TX 76001""",Dallas
,,Unknown,,Construction,5/15/2025 7:48:08 PM,""" Sam St,  Mansfield,  TX 76063""",Dallas
,,Unknown,,Construction,5/15/2025 8:08:08 PM,"""39 - 98 Highway 287 S,  Mansfield,  TX 76063""",Dallas
#210013,#210013 - MATTHEW C. SHAYLOR JEEP WRANGLER 2024 Pickup Truck +,Unknown,13.07,Construction,Unknown,Matt Shaylor,Dallas
,,Unknown,,Construction,5/1/2025 6:31:43 AM,"""TEXDIST,   Airport Fwy,  North Richland Hills,  TX 76180""",Dallas
,,Unknown,,Construction,5/1/2025 10:05:47 AM,"""TEXDIST,   Airport Fwy,  North Richland Hills,  TX 76180""",Dallas
,,Unknown,,Construction,5/1/2025 10:36:30 AM,"""2025-008 NTTA CTP Southbound Mainlanes,   Chisholm Trail Pkwy,  Fort Worth,  TX 76036""",Dallas
,,Unknown,,Construction,5/1/2025 10:46:11 AM,"""2025-008 NTTA CTP Southbound Mainlanes,  3655 - 3659 County Road 920,  Cleburne,  TX 76036""",Dallas
,,Unknown,,Construction,5/1/2025 10:59:06 AM,"""10000 - 10298 County Road 1015A,  Cleburne,  TX 76036""",Dallas
,,Unknown,,Construction,5/1/2025 11:19:01 AM,"""10000 - 10298 County Road 1015A,  Cleburne,  TX 76036""",Dallas
,,Unknown,,Construction,5/1/2025 11:37:38 AM,"""10000 - 10298 County Road 1015A,  Cleburne,  TX 76036""",Dallas
,,Unknown,,Construction,5/1/2025 11:48:05 AM,"""2025-008 NTTA CTP Southbound Mainlanes,   Chisholm Trail Pkwy,  Cleburne,  TX 76036""",Dallas
,,Unknown,,Construction,5/1/2025 12:27:22 PM,"""TEXDIST,   Airport Fwy,  North Richland Hills,  TX 76180""",Dallas
,,Unknown,,Construction,5/1/2025 3:38:06 PM,"""TEXDIST,   Airport Fwy,  North Richland Hills,  TX 76180""",Dallas
,,Unknown,,Construction,5/1/2025 4:28:16 PM,"""10004 - 10026 Voss Ave,  Fort Worth,  TX 76244""",Dallas
,,Unknown,,Construction,5/2/2025 6:37:39 AM,""" South Fwy,  Fort Worth,  TX 76140""",Dallas
,,Unknown,,Construction,5/2/2025 6:46:42 AM,"""DFW Yard,  9701 - 10229 Oak Grove Rd,  Fort Worth,  TX 76140""",Dallas
,,Unknown,,Construction,5/2/2025 8:02:46 AM,"""DFW Yard,  9701 - 10229 Oak Grove Rd,  Fort Worth,  TX 76140""",Dallas
,,Unknown,,Construction,5/2/2025 8:14:06 AM,""" South Fwy,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/2/2025 8:48:57 AM,"""TEXDIST,   Airport Fwy,  North Richland Hills,  TX 76180""",Dallas
,,Unknown,,Construction,5/2/2025 1:13:34 PM,"""TEXDIST,   Airport Fwy,  North Richland Hills,  TX 76180""",Dallas
,,Unknown,,Construction,5/2/2025 1:23:20 PM,"""705 - 703 Grapevine Hwy,  Hurst,  TX 76054""",Dallas
,,Unknown,,Construction,5/2/2025 2:08:18 PM,"""TEXDIST,  8945 - 8977 Airport Fwy,  North Richland Hills,  TX 76180""",Dallas
,,Unknown,,Construction,5/2/2025 4:51:59 PM,"""TEXDIST,  1501 - 1547 Two Thousand Oak Apartments,  North Richland Hills,  TX 76180""",Dallas
,,Unknown,,Construction,5/2/2025 5:18:00 PM,"""10028 - 10098 Voss Ave,  Fort Worth,  TX 76244""",Dallas
,,Unknown,,Construction,5/4/2025 4:55:31 PM,"""5101 - 5199 Leeray Rd,  Fort Worth,  TX 76244""",Dallas
,,Unknown,,Construction,5/4/2025 7:32:11 PM,"""10004 - 10026 Voss Ave,  Fort Worth,  TX 76244""",Dallas
,,Unknown,,Construction,5/5/2025 6:01:28 AM,"""TEXDIST,  8945 - 8977 Airport Fwy,  North Richland Hills,  TX 76180""",Dallas
,,Unknown,,Construction,5/5/2025 1:28:32 PM,"""TEXDIST,   Airport Fwy,  North Richland Hills,  TX 76180""",Dallas
,,Unknown,,Construction,5/5/2025 1:32:53 PM,"""TEXDIST,   Airport Fwy,  Hurst,  TX 76054""",Dallas
,,Unknown,,Construction,5/5/2025 3:11:01 PM,"""TEXDIST,   Airport Fwy,  Hurst,  TX 76054""",Dallas
,,Unknown,,Construction,5/5/2025 3:37:35 PM,""" Harmon Rd,  Fort Worth,  TX 76131""",Dallas
,,Unknown,,Construction,5/5/2025 4:22:33 PM,"""10004 - 10026 Voss Ave,  Fort Worth,  TX 76244""",Dallas
,,Unknown,,Construction,5/6/2025 5:42:28 AM,"""TEXDIST,  8945 - 8977 Airport Fwy,  North Richland Hills,  TX 76180""",Dallas
,,Unknown,,Construction,5/6/2025 11:50:45 AM,"""TEXDIST,   Airport Fwy,  North Richland Hills,  TX 76180""",Dallas
,,Unknown,,Construction,5/6/2025 12:08:13 PM,""" US Highway 287,  Fort Worth,  TX 76177""",Dallas
,,Unknown,,Construction,5/6/2025 12:27:15 PM,"""10004 - 10026 Voss Ave,  Fort Worth,  TX 76244""",Dallas
,,Unknown,,Construction,5/6/2025 12:49:29 PM,"""13018 - 12950 Park Vista Blvd,  Fort Worth,  TX 76244""",Dallas
,,Unknown,,Construction,5/6/2025 1:04:35 PM,"""10004 - 10026 Voss Ave,  Fort Worth,  TX 76244""",Dallas
,,Unknown,,Construction,5/6/2025 3:30:13 PM,"""8798 - 8700 Royalwood Dr,  Fort Worth,  TX 76131""",Dallas
,,Unknown,,Construction,5/6/2025 4:24:51 PM,"""10004 - 10026 Voss Ave,  Fort Worth,  TX 76244""",Dallas
,,Unknown,,Construction,5/7/2025 5:58:43 AM,"""TEXDIST,  8945 - 8977 Airport Fwy,  North Richland Hills,  TX 76180""",Dallas
,,Unknown,,Construction,5/7/2025 11:59:19 AM,"""TEXDIST,  1501 - 1547 Two Thousand Oak Apartments,  North Richland Hills,  TX 76180""",Dallas
,,Unknown,,Construction,5/7/2025 12:01:30 PM,""" Airport Fwy,  Hurst,  TX 76054""",Dallas
,,Unknown,,Construction,5/7/2025 12:52:35 PM,"""TEXDIST,  8945 - 8977 Airport Fwy,  North Richland Hills,  TX 76180""",Dallas
,,Unknown,,Construction,5/7/2025 3:40:51 PM,"""TEXDIST,   Airport Fwy,  Hurst,  TX 76180""",Dallas
,,Unknown,,Construction,5/7/2025 4:30:58 PM,"""10004 - 10026 Voss Ave,  Fort Worth,  TX 76244""",Dallas
,,Unknown,,Construction,5/7/2025 4:54:47 PM,"""1522 - 1500 Hudnall Farm Rd,  Keller,  TX 76248""",Dallas
,,Unknown,,Construction,5/7/2025 5:29:50 PM,"""10828 - 10836 Alta Vista Rd,  Fort Worth,  TX 76244""",Dallas
,,Unknown,,Construction,5/7/2025 5:42:47 PM,"""10004 - 10026 Voss Ave,  Fort Worth,  TX 76244""",Dallas
,,Unknown,,Construction,5/7/2025 6:12:56 PM,"""5370 - 5456 Golden Triangle Blvd,  Fort Worth,  TX 76244""",Dallas
,,Unknown,,Construction,5/7/2025 6:22:46 PM,"""10004 - 10026 Voss Ave,  Fort Worth,  TX 76244""",Dallas
,,Unknown,,Construction,5/8/2025 6:11:45 AM,"""TEXDIST,  8945 - 8977 Airport Fwy,  North Richland Hills,  TX 76180""",Dallas
,,Unknown,,Construction,5/8/2025 9:00:50 AM,"""TEXDIST,  1501 - 1547 Two Thousand Oak Apartments,  North Richland Hills,  TX 76180""",Dallas
,,Unknown,,Construction,5/8/2025 9:41:11 AM,""" Pine Valley Dr,  Flower Mound,  TX 75022""",Dallas
,,Unknown,,Construction,5/8/2025 5:10:45 PM,"""10004 - 10026 Voss Ave,  Fort Worth,  TX 76244""",Dallas
,,Unknown,,Construction,5/8/2025 5:38:01 PM,""" Alliance Town Ctr,  Fort Worth,  TX 76177""",Dallas
,,Unknown,,Construction,5/8/2025 7:04:40 PM,"""10004 - 10026 Voss Ave,  Fort Worth,  TX 76244"" #210055 - ADAM H. GOODE JEEP GLADIATOR Personal Vehicle +",Dallas
,,Unknown,,Construction,5/1/2025 5:44:26 AM,"""219 - 227 Turpin Dr,  Highland Village,  TX 75077""",Dallas
,,Unknown,,Construction,5/1/2025 5:50:38 AM,"""1833 - 1809 Justin Rd,  Flower Mound,  TX 75028""",Dallas
,,Unknown,,Construction,5/1/2025 6:18:01 AM,"""2023-028 TARRANT FM 157 INTERSECTION IMPROVEMENTS,   Highway 121,  Bedford,  TX 76021""",Dallas
,,Unknown,,Construction,5/1/2025 6:49:14 AM,"""DFW Yard,  9701 - 10229 Oak Grove Rd,  Fort Worth,  TX 76140""",Dallas
,,Unknown,,Construction,5/1/2025 6:58:07 AM,"""DFW Yard,  9701 - 10229 Oak Grove Rd,  Fort Worth,  TX 76140""",Dallas
,,Unknown,,Construction,5/1/2025 8:38:30 AM,"""DFW Yard,  9701 - 10229 Oak Grove Rd,  Fort Worth,  TX 76140""",Dallas
,,Unknown,,Construction,5/1/2025 9:24:42 AM,"""2022-023 Riverfront & Cadiz Bridge Improvement,   US-67 N,  Dallas,  TX 75207""",Dallas
,,Unknown,,Construction,5/1/2025 9:27:12 AM,"""2023-032 SH 345 BRIDGE REHABILITATION,   US-75 S,  Dallas,  TX 75226""",Dallas
,,Unknown,,Construction,5/1/2025 9:29:30 AM,"""2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,  2572 - 2594 Hickory St,  Dallas,  TX 75226""",Dallas
,,Unknown,,Construction,5/1/2025 9:30:32 AM,"""2023-032 SH 345 BRIDGE REHABILITATION,   I-30 E,  Dallas,  TX 75226""",Dallas
